Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,FIN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Idle Mean,Idle Std,Idle Min,Label
68936,3,7,26,11607,20,0,4380,0,168750.7253,145.0620866,7659.555556,22591.56255,2,325.0,2,68843,11473.83333,27645.13028,15,0,72,101.5434606,0,4380,1057.545455,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
11235698,5,0,30,0,6,6,0,0,2.670061086,0.445010181,2808924.5,5614519.493,1,2808924.5,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,4995.0,0.0,4995,11200000.0,0.0,11200000,DDoS
4869993,5,0,30,0,6,6,0,0,6.160173126,1.026695521,1217498.25,2432179.538,4,1217498.25,4,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
672988,4,0,24,0,6,6,0,0,35.6618543,5.943642383,224329.3333,385439.9162,974,224329.3333,974,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
95003578,8,5,56,11601,20,0,4380,0,122.7006419,0.136836952,7916964.833,24600000.0,1,13600000.0,1,63218,15804.5,28645.22586,64,0,172,0.052629597,0,4380,833.0714286,0,0,0,1,0,0,256,229,6,20,5.0,0.0,5,47500000.0,53900000.0,9323755,DDoS
100245251,9,4,62,11607,20,0,11595,0,116.4045168,0.129681954,8353770.917,27200000.0,1,12500000.0,1,125853,41951.0,71840.94603,4,0,192,0.03990214,0,11595,833.9285714,0,0,0,1,0,0,256,229,7,20,1073.0,0.0,1073,50100000.0,63000000.0,5510799,DDoS
30390,3,5,26,11607,20,0,8675,0,382790.3916,263.2444883,4341.428571,10986.56519,12,435.5,188,30346,7586.5,14448.79283,12,0,72,164.5278052,0,8675,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
3017914,5,0,30,0,6,6,0,0,9.940641118,1.65677352,754478.5,1508271.744,1,754478.5,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
78501493,8,5,56,11607,20,0,8675,0,148.5704227,0.165601946,6541791.083,22000000.0,1,11200000.0,1,51636,12909.0,25102.87969,11,0,172,0.063693056,0,8675,833.5,0,0,0,1,0,0,256,229,6,20,2122977.0,0.0,2122977,76300000.0,0.0,76300000,DDoS
1401893,3,6,26,11607,20,0,5840,0,8298.065544,6.419890819,175236.625,495230.7061,3,340.5,47,1401842,280368.4,626379.4935,3,0,72,4.279927213,0,5840,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
81299493,8,5,56,11607,20,0,10135,0,143.4572292,0.159902596,6774957.75,22600000.0,1,11600000.0,1,77740,19435.0,37183.23456,4,0,172,0.061500999,0,10135,833.5,0,0,0,1,0,0,256,229,6,20,2744591.0,0.0,2744591,78500000.0,0.0,78500000,DDoS
7617540,4,0,24,0,6,6,0,0,3.15062343,0.525103905,2539180.0,4397480.413,273,2539180.0,273,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,587.0,0.0,587,7616953.0,0.0,7616953,DDoS
445291,3,5,26,11607,20,0,5840,0,26124.48938,17.96577968,63613.0,167906.5499,10,391.0,66,445160,111290.0,222066.2219,10,0,72,11.2286123,0,5840,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
93807922,8,5,56,11601,20,0,8760,0,124.2645584,0.138581046,7817326.833,26700000.0,7,13400000.0,7,112552,28138.0,44823.15447,177,0,172,0.053300402,0,8760,833.0714286,0,0,0,1,0,0,256,229,6,20,953991.0,0.0,953991,92700000.0,0.0,92700000,DDoS
817456,3,4,26,11607,20,0,11595,0,14230.73535,8.563152023,136242.6667,333255.3981,3,466.5,3,817440,272480.0,471132.7711,7,0,72,4.893229727,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
2992216,4,0,24,0,6,6,0,0,8.020811332,1.336801889,997405.3333,1726864.769,215,997405.3333,215,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
1135006,3,5,26,11607,20,0,7215,0,10249.28503,7.048420889,162143.7143,428666.0912,3,257.0,121,1134963,283740.75,567017.5447,3,0,72,4.405263056,0,7215,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
287187,3,5,26,11601,20,0,7300,0,40485.81586,27.85641411,41026.71429,103769.3487,61,5271.0,599,287108,71777.0,136377.102,183,0,72,17.41025882,0,7300,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
55349,3,5,26,11601,20,0,5840,0,210067.0292,144.53739,7907.0,19066.4695,1,1683.5,1,55093,13773.25,24903.92642,176,0,72,90.33586876,0,5840,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1820713,3,4,26,11607,20,0,11595,0,6389.255198,3.844647674,303452.1667,742852.7881,6,408.0,142,1820667,606889.0,1050406.631,6,0,72,2.196941528,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
717704,3,6,26,11607,20,0,5755,0,16208.63197,12.53998863,89713.0,253337.049,4,417.0,147,717658,143531.6,320405.4885,4,0,72,8.35999242,0,5755,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
80996274,8,4,56,11601,20,0,8760,0,143.9202006,0.148154963,7363297.636,23600000.0,1,11500000.0,1,467466,155822.0,262092.5337,189,0,172,0.049384988,0,8760,897.1538462,0,0,0,1,0,0,256,229,6,20,2131989.0,0.0,2131989,78400000.0,0.0,78400000,DDoS
1085060,4,0,24,0,6,6,0,0,22.11859252,3.686432087,361686.6667,625592.1254,1,361686.6667,1,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
8055842,5,0,30,0,6,6,0,0,3.724005511,0.620667585,2013960.5,4027261.693,1,2013960.5,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,989.0,0.0,989,8054853.0,0.0,8054853,DDoS
1135985,5,0,30,0,6,6,0,0,26.40879941,4.401466569,283996.25,567339.3519,1,283996.25,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
106905,3,5,26,11607,20,0,10135,0,108816.2387,74.83279547,15272.14286,39583.17295,26,649.0,402,106874,26718.5,52213.9232,193,0,72,46.77049717,0,10135,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
81077534,9,6,62,11607,20,0,5840,0,143.923963,0.185008094,5791252.429,19800000.0,3,10100000.0,3,509615,101923.0,227274.2194,14,0,192,0.074003237,0,5840,729.6875,0,0,0,1,0,0,256,229,7,20,1811.0,0.0,1811,40300000.0,48200000.0,6221844,DDoS
10134626,4,0,24,0,6,6,0,0,2.368118962,0.394686494,3378208.667,5850637.554,340,3378208.667,340,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,683.0,0.0,683,10100000.0,0.0,10100000,DDoS
740290,3,4,26,11601,20,0,5840,0,15706.00711,9.455753826,123381.6667,297154.8785,11,5049.5,189,740279,246759.6667,418436.6418,179,0,72,5.403287901,0,5840,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
8830799,4,0,24,0,6,6,0,0,2.717760873,0.452960146,2943599.667,5096724.433,3,2943599.667,3,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,2009.0,0.0,2009,8828790.0,0.0,8828790,DDoS
111384,3,6,26,11607,20,0,4380,0,104440.4941,80.80155139,13923.0,38958.7302,15,393.5,167,111314,22262.8,49268.63101,15,0,72,53.86770093,0,4380,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
53279,3,5,26,11607,20,0,7215,0,218341.1851,150.1529683,7611.285714,19665.05907,8,422.5,147,53198,13299.5,25939.15831,8,0,72,93.84560521,0,7215,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
8004094,7,4,50,11607,20,0,11595,0,1456.379698,1.374296704,800409.4,1935503.623,1,1023122.833,1,1866202,622067.3333,1076519.576,184,0,152,0.499744256,0,11595,971.9166667,0,0,0,1,0,0,256,229,5,20,85058.0,0.0,85058,6052784.0,0.0,6052784,DDoS
26,1,1,6,1375,6,6,1375,1375,53100000.0,76923.07692,26.0,0.0,26,0.0,0,0,0.0,0.0,0,0,20,38461.53846,6,1375,462.3333333,0,0,0,1,0,1,256,229,0,20,0.0,0.0,0,0.0,0.0,0,DDoS
478747,3,6,26,11607,20,0,5840,0,24298.84678,18.79907341,59843.375,168924.5146,3,331.5,3,478619,95723.8,213648.7257,3,0,72,12.53271561,0,5840,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
73645478,8,5,56,11607,20,0,10220,0,158.3668179,0.176521361,6137123.167,20600000.0,1,10500000.0,4,17541,4385.25,8141.820614,1,0,172,0.067892831,0,10220,833.5,0,0,0,1,0,0,256,229,6,20,1961977.0,0.0,1961977,71700000.0,0.0,71700000,DDoS
33198,3,4,26,11601,20,0,8760,0,350231.9417,210.8560757,5533.0,12422.63969,131,15997.0,984,33067,11022.33333,18190.2143,186,0,72,120.4891861,0,8760,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
4040743,5,0,30,0,6,6,0,0,7.42437715,1.237396192,1010185.75,2019811.539,1,1010185.75,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
6237152,4,0,24,0,6,6,0,0,3.847910072,0.641318345,2079050.667,3600241.104,225,2079050.667,225,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,901.0,0.0,901,6236251.0,0.0,6236251,DDoS
36118,3,6,26,11601,20,0,5840,0,321917.0497,249.1832327,4514.75,12282.20199,9,17519.5,9,35996,7199.2,15552.77653,45,0,72,166.1221552,0,5840,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
3301941,5,0,30,0,6,6,0,0,9.085565127,1.514260854,825485.25,1650292.569,1,825485.25,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
318943,3,5,26,11607,20,0,5840,0,36473.60187,25.08285179,45563.28571,120123.0171,3,424.0,53,318909,79727.25,158832.9918,3,0,72,15.67678237,0,5840,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
42546,3,4,26,11601,20,0,7300,0,273280.6844,164.5278052,7091.0,10910.77392,3,9447.5,3,42453,14151.0,12286.39422,189,0,72,94.01588869,0,7300,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1184085,3,5,26,11601,20,0,7300,0,9819.396412,6.75627172,169155.0,440384.504,36,7941.5,344,1184049,296012.25,581218.7473,155,0,72,4.222669825,0,7300,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
8165806,5,0,30,0,6,6,0,0,3.673856567,0.612309428,2041451.5,4080987.748,1,2041451.5,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,2873.0,0.0,2873,8162933.0,0.0,8162933,DDoS
640304,3,5,26,11607,20,0,7215,0,18167.93273,12.49406532,91472.0,241634.3373,4,335.5,96,640284,160071.0,319584.1378,4,0,72,7.808790824,0,7215,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
868722,3,5,26,11607,20,0,7215,0,13390.93519,9.208929899,124103.1429,327925.8572,3,352.5,177,868678,217169.5,433733.1188,3,0,72,5.755581187,0,7215,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
76429512,9,6,62,11601,20,0,7215,0,152.598122,0.196259267,5459250.857,19200000.0,1,9545860.375,1,85542,17108.4,27104.8042,46,0,192,0.078503707,0,7215,729.3125,0,0,0,1,0,0,256,229,7,20,4206901.0,0.0,4206901,72100000.0,0.0,72100000,DDoS
10061183,4,0,24,0,6,6,0,0,2.385405374,0.397567562,3353727.667,5807956.379,4,3353727.667,4,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,1005.0,0.0,1005,10100000.0,0.0,10100000,DDoS
8189865,5,0,30,0,6,6,0,0,3.663064043,0.610510674,2047466.25,4094467.838,17,2047466.25,17,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,697.0,0.0,697,8189168.0,0.0,8189168,DDoS
97743156,8,5,56,11607,20,0,10135,0,119.3229324,0.13300164,8145263.0,27000000.0,1,13700000.0,1,1734777,433694.25,866626.6006,3,0,172,0.051154477,0,10135,833.5,0,0,0,1,0,0,256,229,6,20,2321289.0,0.0,2321289,93700000.0,0.0,93700000,DDoS
34759,3,4,26,11601,20,0,8760,0,334503.2941,201.3866912,5793.166667,12979.70164,100,16329.0,204,34559,11519.66667,18237.74965,190,0,72,115.0781093,0,8760,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1322796,3,6,26,11607,20,0,5840,0,8794.250965,6.803770196,165349.5,467141.2817,26,492.0,130,1322770,264554.0,590831.3441,47,0,72,4.535846797,0,5840,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
6715850,5,0,30,0,6,6,0,0,4.46704438,0.744507397,1678962.5,3353947.291,990,1678962.5,990,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,5967.0,0.0,5967,6709883.0,0.0,6709883,DDoS
8121815,4,0,24,0,6,6,0,0,2.955004516,0.492500753,2707271.667,4686525.581,1,2707271.667,1,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,3010.0,0.0,3010,8118805.0,0.0,8118805,DDoS
301156,3,4,26,11601,20,0,10135,0,38607.89757,23.24376735,50192.66667,110005.9339,64,13591.5,156,301092,100364.0,150694.8457,194,0,72,13.28215277,0,10135,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1247062,3,3,26,11601,20,0,11595,0,9323.513987,4.811308499,249412.4,552341.9266,165,4724.5,256,1246895,623447.5,868327.8344,9447,0,72,2.40565425,0,11595,1661.0,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
7402825,5,0,30,0,6,6,0,0,4.052506982,0.67541783,1850706.25,3700741.197,1,1850706.25,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,1007.0,0.0,1007,7401818.0,0.0,7401818,DDoS
635097,3,5,26,11601,20,0,5840,0,18307.43965,12.59650101,90728.14286,229002.6871,62,12495.0,1780,634986,158746.5,300864.3413,157,0,72,7.872813129,0,5840,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
8073652,5,0,30,0,6,6,0,0,3.715790574,0.619298429,2018413.0,4034941.368,202,2018413.0,202,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,2827.0,0.0,2827,8070825.0,0.0,8070825,DDoS
692323,3,4,26,11607,20,0,11595,0,16802.85069,10.11088755,115387.1667,282209.1802,21,403.0,66,692277,230759.0,398965.1092,21,0,72,5.777650028,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
7970951,5,0,30,0,6,6,0,0,3.763666343,0.627277724,1992737.75,3984134.861,3,1992737.75,3,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,2011.0,0.0,2011,7968940.0,0.0,7968940,DDoS
9786786,4,0,24,0,6,6,0,0,2.452286174,0.408714362,3262262.0,5649534.93,1,3262262.0,1,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,1003.0,0.0,1003,9785783.0,0.0,9785783,DDoS
876437,3,6,26,11607,20,0,4380,0,13273.05899,10.2688499,109554.625,309399.0364,3,412.5,136,876389,175277.8,391312.1593,3,0,72,6.845899933,0,4380,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
687661,3,5,26,11601,20,0,8760,0,16908.04044,11.63363925,98237.28571,252786.9352,70,7812.0,642,687569,171892.25,333063.9879,191,0,72,7.271024531,0,8760,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1425514,3,6,26,11601,20,0,4380,0,8156.356234,6.313512179,178189.25,496892.9362,17,8649.0,203,1425463,285092.6,627684.4736,17,0,72,4.209008119,0,4380,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
11974628,4,0,24,0,6,6,0,0,2.004237626,0.334039604,3991542.667,6913551.235,0,3991542.667,0,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,4.0,0.0,4,12000000.0,0.0,12000000,DDoS
1593335,3,6,26,11601,20,0,4380,0,7297.272702,5.648529656,199166.875,558523.3986,4,5513.5,4,1593282,318656.4,705917.5915,48,0,72,3.765686438,0,4380,1162.7,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
26914,3,4,26,11607,20,0,11595,0,432228.5799,260.0876867,4485.666667,10662.96101,13,310.5,116,26847,8949.0,14984.969,13,0,72,148.6215353,0,11595,1454.125,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
82134383,8,4,56,11601,20,0,8760,0,141.9259459,0.146102029,7466762.091,22700000.0,4,11700000.0,4,553569,184523.0,311845.693,377,0,172,0.048700676,0,8760,897.1538462,0,0,0,1,0,0,256,229,6,20,3982.0,0.0,3982,40800000.0,49200000.0,5966867,DDoS
1285002,4,0,24,0,6,6,0,0,18.67701373,3.112835622,428334.0,740160.7359,984,428334.0,984,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
797210,3,5,26,11601,20,0,4380,0,14584.61384,10.03499705,113887.1429,293069.9102,22,9234.0,22,797171,199292.75,386119.5415,158,0,72,6.271873158,0,4380,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1002447,3,6,26,11607,20,0,5840,0,11604.60354,8.978030759,125305.875,354128.8759,2,293.0,2,1002433,200486.6,447908.7455,3,0,72,5.985353839,0,5840,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
11918775,4,0,24,0,6,6,0,0,2.013629756,0.335604959,3972925.0,6880437.617,1,3972925.0,1,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,1005.0,0.0,1005,11900000.0,0.0,11900000,DDoS
78330888,8,5,56,11601,20,0,5840,0,148.8174116,0.165962628,6527574.0,19700000.0,1,11200000.0,1,28101,7025.25,12851.25531,193,0,172,0.06383178,0,5840,833.0714286,0,0,0,1,0,0,256,229,6,20,6969.0,0.0,6969,39100000.0,41400000.0,9844769,DDoS
8107759,4,0,24,0,6,6,0,0,2.960127453,0.493354576,2702586.333,4678405.148,11,2702586.333,11,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,3016.0,0.0,3016,8104743.0,0.0,8104743,DDoS
3743931,5,0,30,0,6,6,0,0,8.012968188,1.335494698,935982.75,1870632.892,1,935982.75,1,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,0.0,0.0,0,0.0,0.0,0,DDoS
503071,3,5,26,11607,20,0,10220,0,23123.97256,15.9023279,71867.28571,189692.4097,1,372.0,99,503022,125755.5,250862.5555,1,0,72,9.938954939,0,10220,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
189759,3,6,26,11607,20,0,4380,0,61304.07517,47.42858046,23719.875,66611.93336,15,440.5,109,189709,37941.8,84207.25099,15,0,72,31.61905364,0,4380,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
21148,3,7,26,11601,20,0,4380,0,549791.9425,472.8579535,2349.777778,5032.212306,2,7509.0,2,21143,3523.833333,6213.326852,33,0,72,331.0005674,0,4380,1057.0,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1508578,3,5,26,11601,20,0,4380,0,7707.258093,5.303007203,215511.1429,565027.8742,2,5531.0,2,1508528,377132.0,746491.0523,186,0,72,3.314379502,0,4380,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
112327,3,4,26,11601,20,0,8675,0,103510.2869,62.31805354,18721.16667,33514.69078,49,14520.0,266,112226,37408.66667,42064.94864,191,0,72,35.61031631,0,8675,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
72799916,8,5,56,11607,20,0,7215,0,160.2062288,0.178571635,6066659.667,20100000.0,1,10200000.0,1,1423047,355761.75,710888.2491,4,0,172,0.068681398,0,7215,833.5,0,0,0,1,0,0,256,229,6,20,1628959.0,0.0,1628959,69700000.0,0.0,69700000,DDoS
214172,3,7,26,11607,20,0,4380,0,54316.15711,46.69144426,23796.88889,70916.39032,2,452.5,4,214097,35682.83333,86821.98495,2,0,72,32.68401098,0,4380,1057.545455,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
65152,3,5,26,11601,20,0,5840,0,178459.6022,122.7897839,9307.428571,19092.05566,19,6756.5,19,64930,16232.5,24092.90726,153,0,72,76.74361493,0,5840,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
90654637,9,7,62,11601,20,0,4380,0,128.6530991,0.176494005,6043642.467,22600000.0,1,11300000.0,1,304109,50684.83333,112532.1621,16,0,192,0.077216127,0,4380,686.4117647,0,0,0,1,0,0,256,229,7,20,2782093.0,0.0,2782093,87600000.0,0.0,87600000,DDoS
95548276,9,5,62,11607,20,0,7215,0,122.1267456,0.14652279,7349867.385,23600000.0,1,11700000.0,1,1836624,459156.0,916907.6207,188,0,192,0.052329568,0,7215,778.3333333,0,0,0,1,0,0,256,229,7,20,992.0,0.0,992,46900000.0,54700000.0,8205811,DDoS
49844,3,4,26,11601,20,0,8760,0,233267.7955,140.4381671,8307.333333,12588.93491,80,10509.0,1006,49764,16588.0,14659.44907,191,0,72,80.25038119,0,8760,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
81721610,8,5,56,11601,20,0,5840,0,142.6428089,0.159076651,6810134.167,20400000.0,74,11500000.0,207,915971,228992.75,444741.8378,192,0,172,0.061183327,0,5840,833.0714286,0,0,0,1,0,0,256,229,6,20,903.0,0.0,903,40400000.0,43100000.0,9896640,DDoS
103910,3,5,26,11607,20,0,10220,0,111952.6513,76.98970263,14844.28571,38869.88792,1,328.5,76,103857,25964.25,51352.63772,1,0,72,48.11856414,0,10220,1292.555556,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
8209467,5,0,30,0,6,6,0,0,3.654317631,0.609052939,2052366.75,4104140.835,197,2052366.75,197,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,889.0,0.0,889,8208578.0,0.0,8208578,DDoS
78504206,8,6,56,11607,20,0,5840,0,148.5652883,0.178334394,6038785.077,20600000.0,3,11200000.0,3,41999,8399.8,18205.87448,4,0,172,0.076429026,0,5840,777.9333333,0,0,0,1,0,0,256,229,6,20,4105890.0,0.0,4105890,74400000.0,0.0,74400000,DDoS
3946309,4,0,24,0,6,6,0,0,6.081632229,1.013605372,1315436.333,2277727.071,207,1315436.333,207,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
134526,3,4,26,11601,20,0,8760,0,86429.38911,52.03455094,22421.0,50650.20707,48,4342.0,500,134467,44822.33333,70090.11931,187,0,72,29.73402911,0,8760,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
5249051,4,0,24,0,6,6,0,0,4.572255061,0.76204251,1749683.667,3028797.865,3,1749683.667,3,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,2013.0,0.0,2013,5247038.0,0.0,5247038,DDoS
670031,4,0,24,0,6,6,0,0,35.81923821,5.969873036,223343.6667,386224.2512,249,223343.6667,249,0,0.0,0.0,0,0,80,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,3,20,0.0,0.0,0,0.0,0.0,0,DDoS
8073779,5,0,30,0,6,6,0,0,3.715732125,0.619288687,2018444.75,4034207.027,4,2018444.75,4,0,0.0,0.0,0,0,100,0.0,6,6,6.0,0,0,0,1,0,0,256,-1,4,20,4024.0,0.0,4024,8069755.0,0.0,8069755,DDoS
39704,3,4,26,11601,20,0,10135,0,292842.031,176.3046544,6617.333333,13375.51616,85,2901.0,260,39619,13206.33333,17865.4958,196,0,72,100.7455168,0,10135,1453.375,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
584547,3,5,26,11601,20,0,8760,0,19890.61615,13.68581141,83506.71429,209549.7253,51,12927.0,51,584486,146121.5,275003.2952,190,0,72,8.553632129,0,8760,1291.888889,0,0,1,0,0,1,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
1013002,3,6,26,11607,20,0,4380,0,11483.68907,8.88448394,126625.25,357831.5249,3,309.0,4,1012887,202577.4,452600.1304,3,0,72,5.922989293,0,4380,1163.3,0,0,1,0,0,2,8192,229,2,20,0.0,0.0,0,0.0,0.0,0,DDoS
